absolute_magnitude,color
24.600211539770033,-2.0933899999999994
23.631478710589867,-1.8313179999999996
22.191452011833608,-1.114370000000001
22.577515742606867,-1.2740529999999985
24.63625987547698,-1.9373290000000019
22.638083558222753,-1.2112110000000023
21.020318324488557,-0.6894910000000003
24.79800054043164,-1.8587930000000021
22.324796395146194,-1.0699999999999985
25.118583649881035,-2.0143910000000034
23.64902707694256,-1.529125999999998
23.571433892230907,-1.5631979999999999
23.920824253252267,-1.895617999999999
23.368211834823455,-1.4105930000000022
22.51914517042175,-1.2081659999999985
23.327356319262865,-1.3859710000000014
23.754412646253698,-1.6146819999999984
24.434927334867183,-1.7288090000000018
24.77481641000719,-2.1881070000000022
24.527235962374853,-1.7783049999999996
23.475477081123046,-1.591463000000001
25.5024107136943,-2.055975
24.717861060092883,-1.7778929999999988
22.811789853769678,-1.1865039999999993
23.797293771486494,-1.6182130000000008
24.040432845031873,-2.1169210000000014
23.519887019847292,-1.8123129999999996
23.7490524724646,-2.0117590000000014
20.004819080374602,-0.6083339999999993
21.257188183452296,-0.828239
24.48961778983675,-1.8636799999999987
25.33161713067814,-2.2895450000000004
24.407550299578027,-1.7440409999999993
23.868177954874906,-1.5064509999999984
23.529372257886312,-1.540451000000001
23.82702695414692,-1.625392999999999
25.19236979421668,-1.9238870000000006
23.515823551962146,-1.4839009999999995
21.812089332772445,-0.9546600000000005
21.50886023290804,-0.8706580000000006
24.639059648628333,-2.0937400000000004
25.011028261888036,-1.8873539999999984
23.234412611691038,-1.5718139999999998
25.20204117123796,-2.022704000000001
22.75486371746512,-1.235611999999998
22.176507339247642,-1.1497659999999996
24.120282151303847,-1.8332080000000026
25.695225341809397,-2.032812
21.653402730528615,-1.0047110000000004
23.54486449390556,-1.5790900000000008
25.66009479529319,-2.167956
24.275050198577045,-1.9453430000000012
20.507222823033743,-0.7271739999999998
23.558023879280515,-1.5336730000000003
22.746910769890942,-1.4294480000000007
24.951139998666626,-2.0467440000000003
20.999083102860915,-0.9558530000000012
24.772596413775197,-1.862123999999998
25.22838397586731,-2.142154999999999
22.3518411447752,-1.2331090000000007
23.95265179529319,-2.0403330000000004
23.944075221179933,-1.7068119999999993
18.94163456991597,-0.5235669999999999
22.459646245457773,-1.3955439999999992
22.337963017795538,-1.1014020000000002
22.632834083656657,-1.3554569999999995
23.898271352934557,-1.722560999999999
23.534063379481083,-1.670138999999999
23.999618528052235,-1.649631000000003
24.142639497331633,-1.4932189999999999
24.402676971906214,-2.002374999999997
22.574661262092686,-1.225365
19.79684202444397,-0.5817149999999991
25.25576357155903,-2.2240370000000027
20.33586457826194,-0.6237390000000005
22.21243533924764,-1.2598509999999994
21.93438977988277,-1.0995169999999987
22.638287038897552,-1.3638080000000006
23.412151047774564,-1.5476269999999985
24.255677598037902,-1.9871499999999997
23.186743077195032,-1.9168850000000006
16.444098338682778,-0.06308500000000095
21.58322991541049,-0.9148420000000002
22.84126717377612,-1.4192870000000024
25.26275004303469,-2.1755390000000006
24.8171262479098,-1.955597000000001
24.052629794346874,-1.737482
18.606721194344434,-0.39432399999999923
23.28210190653814,-2.013724
21.918651013143716,-0.9790220000000005
19.914986377133676,-0.615317000000001
16.960695844751037,-0.09600900000000046
23.590281659081434,-1.619994000000002
21.095066557668694,-0.7253380000000007
25.45614427050903,-2.169961999999998
21.199854095751757,-0.8044360000000008
23.54035740772457,-1.3777009999999983
22.867670251413365,-1.286334
24.27808666114549,-1.8485510000000005
24.574979378072182,-1.8497200000000014
24.296845004965657,-1.9694579999999995
21.468280418204195,-0.9839000000000002
15.44647697676986,-0.04964299999999966
24.244204757540796,-2.1278000000000006
24.442514879749567,-2.3358019999999975
23.783969466346157,-1.4116120000000016
20.63336531898132,-0.9269259999999999
23.32332090056069,-1.8728160000000003
24.920570442673405,-2.0656919999999985
25.10796957584162,-2.119467
21.303289358098056,-0.8430060000000008
24.97156771746512,-2.0147210000000015
20.346707168949877,-0.5860870000000009
25.269218176236823,-2.392804999999999
23.77156762209742,-1.626457000000002
25.009524869590187,-1.9182059999999979
22.574390352001522,-1.1799739999999996
23.62449170447383,-1.601414000000002
24.396053863775244,-2.1919230000000027
21.347254845078822,-1.163202
18.099837972605467,-0.4067670000000003
22.6280847398878,-1.3221629999999998
23.39254240989979,-1.5809560000000005
24.18872089591447,-2.0760949999999987
23.811770193978038,-1.593992
21.470575967655517,-0.9789770000000004
14.900014753950753,-0.05360499999999924
25.092241961737173,-1.9436149999999977
21.74999286532278,-1.0557210000000001
23.43210871982747,-1.6625119999999995
22.931345836391806,-1.5344200000000008
24.88345956495122,-1.9013810000000007
24.302297175476763,-1.967524000000001
23.856585091670816,-1.6759950000000003
23.118866543906176,-1.3851000000000013
21.310113501159115,-0.9788479999999993
17.658093577210714,-0.1594110000000004
23.47502303804564,-1.5538870000000031
24.061900146900754,-1.9443760000000019
17.696618366726383,-0.21258199999999938
24.265384774905492,-1.7616729999999983
17.305266270694496,-0.2300109999999993
19.115476353590665,-0.4148040000000002
17.972359506896808,-0.22375700000000087
24.79395586512974,-1.8598730000000003
